employee_id,jmeno,prijmeni,email,oddeleni,pozice,datum_nastupu,plat,hodnoceni_vykonu,vzdelani,mesto,vek,pohlavi,typ_uvazku,telefon
163,Kateřina,Navrátilová,katerina.navratilova@datacorp.cz,Vývoj,QA Engineer,2022-05-06,80000,2,VŠ PhD.,Brno,32,Ž,Plný,+420 786 441 575
164,Jakub,Pokorný,jakub.pokorny@datacorp.cz,Vývoj,Software Developer,2019-09-13,94000,4,VŠ PhD.,Brno,38,M,Plný,+420 616 604 256
166,Martin,Novák,martin.novak@datacorp.cz,Vývoj,Data Engineer,2020-02-06,88500,4,VŠ Mgr.,Liberec,29,M,Plný,+420 604 863 192
167,Martin,Horák,martin.horak@datacorp.cz,Vývoj,Tech Lead,2023-08-03,82500,3,VŠ PhD.,Liberec,34,M,Plný,+420 780 713 235
168,Alena,Navrátilová,alena.navratilova@datacorp.cz,Vývoj,DevOps Engineer,2022-08-26,84500,5,VŠ PhD.,Brno,24,Ž,Plný,+420 746 141 194
169,Filip,Pospíšil,filip.pospisil@datacorp.cz,Vývoj,Software Developer,2025-04-26,55000,3,VŠ Mgr.,Praha,28,M,Plný,+420 620 658 643
170,Lucie,Svobodová,lucie.svobodova@datacorp.cz,Vývoj,Tech Lead,2022-08-01,63500,3,VŠ Mgr.,Praha,23,Ž,Částečný,+420 706 116 373
171,Radek,Beneš,radek.benes@datacorp.cz,Vývoj,Software Developer,2021-02-15,87000,4,VŠ PhD.,Praha,29,M,Plný,+420 769 944 653
172,Barbora,Doležalová,barbora.dolezalova@datacorp.cz,Vývoj,Tech Lead,2022-01-20,82500,2,SŠ,Ostrava,24,Ž,Plný,+420 708 380 935
174,Veronika,Zemanová,veronika.zemanova@datacorp.cz,Vývoj,DevOps Engineer,2023-12-20,66500,2,VŠ Mgr.,Olomouc,28,Ž,Plný,+420 662 164 473
175,Michal,Černý,michal.cerny@datacorp.cz,Vývoj,QA Engineer,2024-12-20,82500,2,VŠ Mgr.,Praha,24,M,Plný,+420 730 417 896
176,David,Černý,david.cerny@datacorp.cz,Vývoj,QA Engineer,2021-11-22,73000,3,SŠ,Ostrava,27,M,Plný,+420 708 569 341
177,Kateřina,Navrátilová,katerina.navratilova@datacorp.cz,Vývoj,DevOps Engineer,2024-02-06,69500,4,VŠ Bc.,Brno,31,Ž,Plný,+420 691 788 829
178,Alena,Fialová,alena.fialova@datacorp.cz,Vývoj,Software Developer,2022-12-28,65500,2,VŠ Mgr.,České Budějovice,28,Ž,Částečný,+420 664 120 981
179,Daniel,Malý,daniel.maly@datacorp.cz,Vývoj,QA Engineer,2020-10-24,85000,3,VŠ PhD.,Zlín,31,M,Plný,+420 709 814 402
180,Martin,Novák,martin.novak@datacorp.cz,Vývoj,Software Developer,2023-08-22,94500,4,VŠ Mgr.,Praha,33,M,Plný,+420 745 950 986
181,David,Svoboda,david.svoboda@datacorp.cz,Vývoj,Software Developer,2020-04-04,80500,4,VŠ Mgr.,České Budějovice,34,M,Plný,+420 771 216 351
182,Dominik,Hájek,dominik.hajek@datacorp.cz,Vývoj,Tech Lead,2022-05-18,77500,3,VŠ Bc.,Brno,35,M,Plný,+420 742 712 516
183,Martin,Hájek,martin.hajek@datacorp.cz,Vývoj,QA Engineer,2019-07-30,63500,3,VŠ Mgr.,Praha,35,M,Plný,+420 714 137 910
184,Markéta,Svobodová,marketa.svobodova@datacorp.cz,Vývoj,QA Engineer,2023-11-14,83000,3,VŠ Mgr.,Liberec,33,Ž,Plný,+420 683 742 716
185,Kristýna,Fialová,kristyna.fialova@datacorp.cz,Vývoj,Software Developer,2020-08-29,83500,4,VŠ Bc.,Praha,30,Ž,Plný,+420 785 332 135
186,Klára,Horáková,klara.horakova@datacorp.cz,Vývoj,Data Engineer,2021-12-10,70000,4,VŠ Bc.,Brno,30,Ž,Plný,+420 665 180 643
187,Jana,Pokorná,jana.pokorna@datacorp.cz,Vývoj,DevOps Engineer,2019-05-18,73500,4,VŠ Mgr.,Praha,36,Ž,Plný,+420 752 531 905
188,Anna,Urbanová,anna.urbanova@datacorp.cz,Vývoj,Software Developer,2019-11-08,98500,4,VŠ PhD.,Praha,36,Ž,Plný,+420 626 130 701
189,Josef,Kříž,josef.kriz@datacorp.cz,Vývoj,DevOps Engineer,2023-07-07,82500,4,VŠ Mgr.,Ostrava,25,M,Plný,+420 653 865 482
190,Martin,Němec,martin.nemec@datacorp.cz,Vývoj,QA Engineer,2020-12-27,70000,4,VŠ Mgr.,Plzeň,34,M,Plný,+420 753 416 647
191,Veronika,Růžičková,veronika.ruzickova@datacorp.cz,Vývoj,Data Engineer,2021-03-23,70500,3,VŠ Mgr.,Pardubice,40,Ž,Plný,+420 705 304 836
192,Lukáš,Němec,lukas.nemec@datacorp.cz,Vývoj,Software Developer,2022-01-31,68000,3,VŠ Mgr.,Hradec Králové,41,M,Plný,+420 701 561 365
193,David,Hájek,david.hajek@datacorp.cz,Vývoj,Software Developer,2023-07-28,72000,3,VŠ Bc.,Brno,29,M,Plný,+420 743 523 240
194,Markéta,Štěpánková,marketa.stepankova@datacorp.cz,Vývoj,Tech Lead,2020-04-06,97000,5,VŠ Mgr.,Zlín,37,Ž,Částečný,+420 668 383 393
195,Filip,Vaněk,filip.vanek@datacorp.cz,Vývoj,Tech Lead,2023-11-08,82500,4,VŠ Mgr.,Praha,29,M,Plný,+420 730 629 689
196,Klára,Čechová,klara.cechova@datacorp.cz,Vývoj,Data Engineer,2024-11-24,60000,5,VŠ Bc.,Plzeň,27,Ž,Plný,+420 767 154 521
197,Marie,Navrátilová,marie.navratilova@datacorp.cz,Vývoj,QA Engineer,2025-02-17,63000,3,VŠ Mgr.,Zlín,26,Ž,Plný,+420 754 360 628
198,David,Fiala,david.fiala@datacorp.cz,Vývoj,Tech Lead,2022-05-01,64500,4,SŠ,Zlín,31,M,Plný,+420 603 183 499
199,Veronika,Čermáková,veronika.cermakova@datacorp.cz,Vývoj,DevOps Engineer,2021-08-13,74000,4,VŠ PhD.,Liberec,28,Ž,Částečný,+420 768 140 132
200,Pavel,Veselý,pavel.vesely@datacorp.cz,Marketing,Content Manager,2019-02-22,50000,5,VŠ Mgr.,Praha,34,M,Plný,+420 698 899 740
201,Klára,Němcová,klara.nemcova@datacorp.cz,Marketing,Content Manager,2020-07-29,66000,3,VŠ Mgr.,Praha,28,Ž,Plný,+420 745 909 104
202,Karel,Čech,karel.cech@datacorp.cz,Marketing,SEO Specialist,2022-07-19,50000,4,VŠ Mgr.,Ostrava,32,M,Plný,+420 726 908 656
203,Kristýna,Hájková,kristyna.hajkova@datacorp.cz,Marketing,Content Manager,2022-09-17,54000,3,VŠ Bc.,Hradec Králové,31,Ž,Částečný,+420 699 858 129
204,Jana,Jelínková,jana.jelinkova@datacorp.cz,Marketing,Content Manager,2021-01-21,75000,3,VŠ PhD.,Ostrava,31,Ž,Plný,+420 631 439 381
205,Alena,Vaňková,alena.vankova@datacorp.cz,Marketing,Content Manager,2021-11-16,58000,2,VŠ Bc.,Brno,33,Ž,Plný,+420 634 565 755
206,Jana,Vaňková,jana.vankova@datacorp.cz,Marketing,SEO Specialist,2021-01-11,56000,3,VŠ Mgr.,Hradec Králové,41,Ž,Plný,+420 694 593 791
207,Ondřej,Malý,ondrej.maly@datacorp.cz,Marketing,Content Manager,2022-05-26,56000,4,VŠ Bc.,Brno,35,M,Částečný,+420 695 200 698
208,Josef,Němec,josef.nemec@datacorp.cz,Marketing,Brand Manager,2021-10-24,69500,4,VŠ Mgr.,Praha,39,M,Plný,+420 608 234 825
209,Dominik,Doležal,dominik.dolezal@datacorp.cz,Marketing,Marketingový specialista,2020-12-02,54000,4,VŠ Bc.,Praha,27,M,Plný,+420 609 259 988
210,Petra,Urbanová,petra.urbanova@datacorp.cz,Marketing,Marketingový specialista,2021-02-25,54000,4,VŠ Mgr.,Zlín,37,Ž,Plný,+420 679 270 553
211,Tomáš,Zeman,tomas.zeman@datacorp.cz,Marketing,SEO Specialist,2021-06-27,39000,4,VŠ Mgr.,České Budějovice,30,M,Plný,+420 659 580 938
212,Radek,Štěpánek,radek.stepanek@datacorp.cz,Marketing,Marketingový specialista,2022-12-12,68500,3,VŠ Mgr.,Praha,31,M,Částečný,+420 752 211 188
213,Martin,Kopecký,martin.kopecky@datacorp.cz,Marketing,Marketingový specialista,2022-12-14,43000,3,SŠ,Praha,22,M,Plný,+420 751 902 746
214,Michal,Marek,michal.marek@datacorp.cz,Marketing,Content Manager,2021-05-24,69500,4,VŠ Mgr.,Zlín,28,M,Plný,+420 601 282 721
215,Adam,Kopecký,adam.kopecky@datacorp.cz,Marketing,SEO Specialist,2023-01-30,54000,4,VŠ Mgr.,Praha,28,M,Plný,+420 728 818 662
216,Jan,Zeman,jan.zeman@datacorp.cz,Marketing,Content Manager,2024-11-21,45000,2,VŠ Mgr.,Liberec,28,M,Plný,+420 602 760 909
217,Matěj,Čech,matej.cech@datacorp.cz,Marketing,SEO Specialist,2023-05-15,50000,5,VŠ Mgr.,Brno,31,M,Plný,+420 610 438 273
218,Nikola,Čechová,nikola.cechova@datacorp.cz,Marketing,Brand Manager,2022-06-12,57500,3,SŠ,Brno,37,Ž,Plný,+420 760 822 616
219,Tomáš,Malý,tomas.maly@datacorp.cz,Marketing,Brand Manager,2022-01-02,67000,3,VŠ PhD.,Liberec,34,M,Plný,+420 642 710 548
220,Barbora,Navrátilová,barbora.navratilova@datacorp.cz,Marketing,SEO Specialist,2021-04-07,48000,4,VŠ Bc.,Zlín,34,Ž,Plný,+420 756 678 892
221,Lenka,Konečná,lenka.konecna@datacorp.cz,Marketing,Marketingový specialista,2025-04-17,43500,2,VŠ Mgr.,Zlín,22,Ž,Plný,+420 643 458 606
222,Klára,Zemanová,klara.zemanova@datacorp.cz,Marketing,SEO Specialist,2023-02-10,55000,3,VŠ PhD.,Liberec,27,Ž,Plný,+420 702 721 573
223,Jan,Malý,jan.maly@datacorp.cz,Marketing,SEO Specialist,2022-02-03,49000,4,SŠ,Praha,30,M,Plný,+420 687 847 324
224,Dominik,Hájek,dominik.hajek@datacorp.cz,Marketing,Marketingový specialista,2021-03-13,45000,5,VŠ Bc.,Ostrava,28,M,Plný,+420 751 955 393
225,David,Štěpánek,david.stepanek@datacorp.cz,Marketing,Marketingový specialista,2022-01-17,60000,4,SŠ,Praha,34,M,Plný,+420 749 709 643
226,Lenka,Svobodová,lenka.svobodova@datacorp.cz,Marketing,Content Manager,2019-11-11,61000,4,VŠ PhD.,Hradec Králové,33,Ž,Plný,+420 631 657 335
227,Marek,Holub,marek.holub@datacorp.cz,Marketing,Marketingový specialista,2021-08-09,68000,4,VŠ Mgr.,Liberec,29,M,Plný,+420 689 284 249
228,Petr,Jelínek,petr.jelinek@datacorp.cz,Marketing,Content Manager,2022-01-20,53000,2,VŠ Mgr.,Brno,30,M,Částečný,+420 713 955 492
229,Ondřej,Fiala,ondrej.fiala@datacorp.cz,Marketing,Content Manager,2022-06-27,65500,2,SŠ,Hradec Králové,27,M,Plný,+420 733 372 897
230,Adam,Beneš,adam.benes@datacorp.cz,Marketing,Brand Manager,2021-11-02,71500,5,VŠ Mgr.,Pardubice,29,M,Částečný,+420 781 963 415
231,Jakub,Malý,jakub.maly@datacorp.cz,Marketing,SEO Specialist,2022-02-12,53500,5,VŠ Bc.,Zlín,32,M,Plný,+420 616 849 898
232,Marek,Fiala,marek.fiala@datacorp.cz,Marketing,SEO Specialist,2023-08-23,58500,2,VŠ Bc.,České Budějovice,24,M,Plný,+420 798 617 358
233,Simona,Křížová,simona.krizova@datacorp.cz,Marketing,Brand Manager,2020-04-21,76500,4,VŠ Mgr.,Praha,33,Ž,Plný,+420 762 160 507
234,Jakub,Hájek,jakub.hajek@datacorp.cz,Marketing,Brand Manager,2025-04-15,56500,3,VŠ Bc.,Brno,31,M,Plný,+420 636 542 606
235,Matěj,Zeman,matej.zeman@datacorp.cz,Marketing,Marketingový specialista,2024-05-31,50000,2,VŠ Mgr.,Brno,22,M,Plný,+420 716 209 524
236,Marek,Urban,marek.urban@datacorp.cz,Marketing,Brand Manager,2023-06-12,52000,3,VŠ Mgr.,České Budějovice,26,M,Plný,+420 748 704 253
237,David,Procházka,david.prochazka@datacorp.cz,Marketing,Brand Manager,2022-07-03,62500,3,VŠ PhD.,Zlín,29,M,Plný,+420 774 705 579
238,Markéta,Křížová,marketa.krizova@datacorp.cz,Marketing,Brand Manager,2023-11-08,54500,3,VŠ Mgr.,Zlín,34,Ž,Plný,+420 660 324 844
239,Tomáš,Čech,tomas.cech@datacorp.cz,Marketing,Marketingový specialista,2022-06-14,42000,3,SŠ,Pardubice,27,M,Plný,+420 761 700 469
240,Kateřina,Vaňková,katerina.vankova@datacorp.cz,Marketing,SEO Specialist,2023-01-20,46500,3,VŠ Bc.,Brno,29,Ž,Plný,+420 606 400 597
241,David,Blažek,david.blazek@datacorp.cz,Marketing,Marketingový specialista,2021-11-14,58500,5,VŠ Mgr.,Praha,36,M,Plný,+420 752 526 804
242,Klára,Kučerová,klara.kucerova@datacorp.cz,Marketing,Marketingový specialista,2025-01-19,30500,2,VŠ Bc.,Praha,26,Ž,Částečný,+420 681 817 915
243,Dominik,Fiala,dominik.fiala@datacorp.cz,Marketing,SEO Specialist,2022-03-15,55500,4,VŠ PhD.,Liberec,31,M,Plný,+420 788 179 707
244,Matěj,Štěpánek,matej.stepanek@datacorp.cz,Marketing,SEO Specialist,2021-12-19,59000,3,VŠ Mgr.,Olomouc,29,M,Plný,+420 620 333 574
245,Anna,Blažková,anna.blazkova@datacorp.cz,Marketing,Marketingový specialista,2022-02-26,51500,3,VŠ Bc.,Olomouc,35,Ž,Částečný,+420 707 508 446
246,Pavel,Novotný,pavel.novotny@datacorp.cz,Marketing,SEO Specialist,2024-03-04,53500,3,VŠ Mgr.,Olomouc,23,M,Plný,+420 667 998 108
247,Lenka,Králová,lenka.kralova@datacorp.cz,Marketing,SEO Specialist,2023-09-01,57000,4,VŠ Bc.,Pardubice,22,Ž,Plný,+420 633 280 885
248,Ondřej,Svoboda,ondrej.svoboda@datacorp.cz,Marketing,Marketingový specialista,2023-01-04,57000,2,VŠ Bc.,Pardubice,22,M,Plný,+420 734 711 648
249,Petr,Štěpánek,petr.stepanek@datacorp.cz,Marketing,Brand Manager,2023-03-22,42500,2,VŠ Bc.,Praha,32,M,Plný,+420 644 591 516
250,Josef,Navrátil,josef.navratil@datacorp.cz,Marketing,Marketingový specialista,2022-10-14,70000,4,VŠ Bc.,Hradec Králové,28,M,Plný,+420 708 494 782
251,Tereza,Pospíšilová,tereza.pospisilova@datacorp.cz,Marketing,SEO Specialist,2020-10-27,59500,3,VŠ Mgr.,Brno,33,Ž,Plný,+420 763 582 782
252,Michal,Navrátil,michal.navratil@datacorp.cz,Marketing,Content Manager,2020-10-08,64000,3,VŠ Mgr.,Brno,34,M,Plný,+420 768 469 686
253,Vojtěch,Veselý,vojtech.vesely@datacorp.cz,Marketing,Marketingový specialista,2019-10-31,42500,3,SŠ,Praha,24,M,Plný,+420 654 397 576
254,Anna,Procházková,anna.prochazkova@datacorp.cz,Marketing,Content Manager,2024-08-11,53000,2,VŠ Bc.,Praha,30,Ž,Částečný,+420 679 197 736
255,Anna,Konečná,anna.konecna@datacorp.cz,Marketing,Brand Manager,2019-07-15,71000,5,VŠ PhD.,Pardubice,26,Ž,Plný,+420 724 211 445
256,Lukáš,Procházka,lukas.prochazka@datacorp.cz,Marketing,Content Manager,2020-08-17,67000,4,VŠ Mgr.,Plzeň,32,M,Plný,+420 774 234 565
257,Adam,Černý,adam.cerny@datacorp.cz,Marketing,Content Manager,2022-08-26,51000,5,VŠ Mgr.,Plzeň,35,M,Plný,+420 601 208 706
258,Lucie,Doležalová,lucie.dolezalova@datacorp.cz,Marketing,SEO Specialist,2021-06-21,42000,3,VŠ Bc.,Praha,27,Ž,Plný,+420 743 893 932
259,Marek,Vaněk,marek.vanek@datacorp.cz,Marketing,Content Manager,2024-01-11,29000,2,SŠ,Praha,22,M,Plný,+420 762 697 355
260,Anna,Marková,anna.markova@datacorp.cz,Marketing,Content Manager,2021-04-17,64000,4,VŠ Mgr.,Pardubice,35,Ž,Plný,+420 639 402 719
261,Lucie,Marková,lucie.markova@datacorp.cz,Marketing,Marketingový specialista,2023-05-18,64500,3,VŠ PhD.,Pardubice,26,Ž,Plný,+420 708 854 355
262,Karel,Kučera,karel.kucera@datacorp.cz,Marketing,Content Manager,2023-03-24,57500,3,SŠ,Hradec Králové,27,M,Plný,+420 736 739 296
263,Pavel,Kučera,pavel.kucera@datacorp.cz,Marketing,SEO Specialist,2021-11-19,54000,4,VŠ Mgr.,Zlín,38,M,Plný,+420 709 285 649
264,Radek,Kříž,radek.kriz@datacorp.cz,Marketing,Brand Manager,2021-01-27,54500,3,VŠ Mgr.,Zlín,34,M,Plný,+420 723 846 676
265,Veronika,Němcová,veronika.nemcova@datacorp.cz,Marketing,SEO Specialist,2020-04-15,74000,4,VŠ Mgr.,Praha,30,Ž,Částečný,+420 658 539 785
266,Adam,Němec,adam.nemec@datacorp.cz,Marketing,Content Manager,2021-05-01,57000,3,SŠ,České Budějovice,35,M,Plný,+420 622 613 257
267,Petra,Hájková,petra.hajkova@datacorp.cz,Marketing,Content Manager,2019-06-30,56500,3,VŠ Bc.,Brno,27,Ž,Plný,+420 650 234 986
268,Pavel,Zeman,pavel.zeman@datacorp.cz,Marketing,Content Manager,2022-06-20,52500,4,VŠ Mgr.,Ostrava,34,M,Plný,+420 642 977 258
269,Michal,Navrátil,michal.navratil@datacorp.cz,Marketing,Brand Manager,2018-12-21,53000,4,SŠ,Liberec,33,M,Plný,+420 722 515 655
270,Alena,Veselá,alena.vesela@datacorp.cz,Marketing,Marketingový specialista,2022-02-01,61000,5,VŠ Mgr.,Ostrava,35,Ž,Plný,+420 730 263 228
271,Markéta,Marková,marketa.markova@datacorp.cz,Marketing,Marketingový specialista,2020-07-19,55000,3,VŠ Mgr.,Praha,34,Ž,Plný,+420 722 795 340
272,Tereza,Dvořáková,tereza.dvorakova@datacorp.cz,Marketing,SEO Specialist,2022-12-13,54000,3,VŠ Mgr.,Plzeň,27,Ž,Částečný,+420 678 887 252
273,Radek,Hájek,radek.hajek@datacorp.cz,Marketing,Brand Manager,2020-03-03,51500,4,SŠ,Zlín,33,M,Plný,+420 790 148 963
274,David,Kolář,david.kolar@datacorp.cz,Marketing,SEO Specialist,2021-07-24,65000,4,VŠ Mgr.,Praha,25,M,Plný,+420 719 690 104
275,Michal,Procházka,michal.prochazka@datacorp.cz,Marketing,Marketingový specialista,2023-02-27,52500,4,VŠ Bc.,Hradec Králové,30,M,Plný,+420 666 156 271
276,Kateřina,Fialová,katerina.fialova@datacorp.cz,Marketing,SEO Specialist,2022-07-14,56000,3,VŠ PhD.,Praha,28,Ž,Plný,+420 701 784 614
277,Alena,Novotná,alena.novotna@datacorp.cz,Marketing,Brand Manager,2022-05-31,66000,3,VŠ Bc.,Praha,31,Ž,Plný,+420 765 130 761
278,Tomáš,Konečný,tomas.konecny@datacorp.cz,Marketing,Content Manager,2023-09-15,61500,3,VŠ Mgr.,Brno,28,M,Plný,+420 770 151 804
279,Nikola,Blažková,nikola.blazkova@datacorp.cz,Marketing,Brand Manager,2023-10-11,52500,4,VŠ Mgr.,Praha,29,Ž,Plný,+420 637 822 643
280,Marek,Navrátil,marek.navratil@datacorp.cz,Marketing,SEO Specialist,2019-05-27,67000,5,VŠ Mgr.,Praha,35,M,Plný,+420 724 943 783
281,David,Kříž,david.kriz@datacorp.cz,Marketing,Marketingový specialista,2022-01-25,62000,4,VŠ Mgr.,Brno,35,M,Plný,+420 639 320 598
282,Jakub,Kolář,jakub.kolar@datacorp.cz,Marketing,SEO Specialist,2022-02-21,52000,4,SŠ,České Budějovice,33,M,Částečný,+420 762 925 767
283,Daniel,Kopecký,daniel.kopecky@datacorp.cz,Marketing,Content Manager,2022-05-05,40500,4,SŠ,Praha,27,M,Plný,+420 740 977 631
284,Simona,Urbanová,simona.urbanova@datacorp.cz,Marketing,SEO Specialist,2023-08-10,44500,4,VŠ Bc.,Hradec Králové,27,Ž,Plný,+420 657 725 269
285,Tomáš,Štěpánek,tomas.stepanek@datacorp.cz,Marketing,SEO Specialist,2021-10-16,78500,3,VŠ Mgr.,Brno,30,M,Plný,+420 619 113 219
286,Jakub,Němec,jakub.nemec@datacorp.cz,Marketing,Marketingový specialista,2021-05-28,52500,3,VŠ Mgr.,Praha,28,M,Plný,+420 659 410 353
287,Matěj,Pokorný,matej.pokorny@datacorp.cz,Marketing,Content Manager,2025-01-22,50500,3,VŠ Bc.,Praha,30,M,Plný,+420 760 828 377
288,Martin,Svoboda,martin.svoboda@datacorp.cz,Marketing,Marketingový specialista,2024-06-20,43500,2,SŠ,Praha,24,M,Plný,+420 795 787 410
289,Kristýna,Holubová,kristyna.holubova@datacorp.cz,Marketing,Brand Manager,2024-05-15,49000,4,VŠ Mgr.,Brno,27,Ž,Plný,+420 706 958 194
290,Michal,Svoboda,michal.svoboda@datacorp.cz,Marketing,Marketingový specialista,2021-12-09,50500,3,VŠ Bc.,Brno,34,M,Plný,+420 626 490 516
291,Filip,Vaněk,filip.vanek@datacorp.cz,Marketing,SEO Specialist,2019-01-26,53500,2,VŠ PhD.,Praha,37,M,Částečný,+420 605 527 387
292,Simona,Štěpánková,simona.stepankova@datacorp.cz,Marketing,Content Manager,2024-05-13,43000,4,SŠ,Praha,30,Ž,Částečný,+420 761 943 577
293,Adam,Král,adam.kral@datacorp.cz,Marketing,Content Manager,2021-01-21,44500,4,SŠ,Brno,26,M,Plný,+420 602 817 736
294,Vojtěch,Zeman,vojtech.zeman@datacorp.cz,Marketing,Content Manager,2021-02-10,48000,4,VŠ Mgr.,Praha,32,M,Plný,+420 615 318 505
295,Marie,Marková,marie.markova@datacorp.cz,Marketing,SEO Specialist,2022-04-05,57000,4,VŠ Mgr.,Praha,25,Ž,Plný,+420 620 506 704
296,Tomáš,Doležal,tomas.dolezal@datacorp.cz,Marketing,Marketingový specialista,2022-11-28,33500,2,SŠ,Brno,28,M,Plný,+420 659 420 608
297,Vojtěch,Sedláček,vojtech.sedlacek@datacorp.cz,Marketing,SEO Specialist,2023-04-04,56500,2,VŠ Bc.,Praha,34,M,Plný,+420 662 627 724
298,Filip,Černý,filip.cerny@datacorp.cz,Marketing,Content Manager,2023-02-28,53500,4,SŠ,Plzeň,31,M,Plný,+420 722 109 692
300,Simona,Černá,simona.cerna@datacorp.cz,Marketing,Brand Manager,2020-10-15,46500,5,SŠ,Praha,35,Ž,Plný,+420 615 722 530
301,Barbora,Fialová,barbora.fialova@datacorp.cz,Marketing,Brand Manager,2021-12-29,54500,4,VŠ Mgr.,Pardubice,32,Ž,Plný,+420 701 810 692
302,Monika,Benešová,monika.benesova@datacorp.cz,Marketing,SEO Specialist,2022-10-16,36000,3,VŠ Bc.,Praha,31,Ž,Částečný,+420 656 874 549
303,Lukáš,Dvořák,lukas.dvorak@datacorp.cz,Marketing,Content Manager,2022-02-25,50500,4,SŠ,Brno,32,M,Plný,+420 764 261 601
304,Ondřej,Horák,ondrej.horak@datacorp.cz,Marketing,SEO Specialist,2020-07-13,53500,4,VŠ Bc.,Liberec,29,M,Plný,+420 752 269 142
305,Jana,Dvořáková,jana.dvorakova@datacorp.cz,Marketing,Brand Manager,2022-11-05,44000,2,VŠ Mgr.,Hradec Králové,30,Ž,Plný,+420 711 127 131
306,Daniel,Blažek,daniel.blazek@datacorp.cz,Marketing,Content Manager,2023-11-13,50000,5,SŠ,Hradec Králové,27,M,Plný,+420 677 359 757
307,Josef,Novotný,josef.novotny@datacorp.cz,Marketing,SEO Specialist,2023-03-09,49500,4,VŠ PhD.,Ostrava,24,M,Plný,+420 681 720 489
308,Ondřej,Malý,ondrej.maly@datacorp.cz,Marketing,SEO Specialist,2021-10-27,48500,3,VŠ Mgr.,Olomouc,33,M,Plný,+420 643 708 375
309,Markéta,Zemanová,marketa.zemanova@datacorp.cz,Marketing,Content Manager,2024-09-26,51000,3,VŠ Mgr.,Praha,27,Ž,Plný,+420 743 406 452
310,Radek,Jelínek,radek.jelinek@datacorp.cz,Marketing,Content Manager,2020-07-30,54500,5,VŠ Mgr.,Hradec Králové,31,M,Plný,+420 692 350 567
311,Karel,Černý,karel.cerny@datacorp.cz,Marketing,Brand Manager,2020-04-25,62500,3,VŠ Mgr.,Hradec Králové,30,M,Plný,+420 753 648 881
312,Veronika,Hájková,veronika.hajkova@datacorp.cz,Marketing,Brand Manager,2022-04-28,47000,3,SŠ,Ostrava,28,Ž,Plný,+420 795 114 123
313,Lenka,Zemanová,lenka.zemanova@datacorp.cz,Marketing,SEO Specialist,2021-05-04,52000,3,VŠ Mgr.,České Budějovice,36,Ž,Částečný,+420 708 502 302
314,Hana,Růžičková,hana.ruzickova@datacorp.cz,Marketing,SEO Specialist,2021-09-06,35500,5,SŠ,Plzeň,38,Ž,Plný,+420 629 567 352
315,David,Holub,david.holub@datacorp.cz,Marketing,Content Manager,2021-07-03,61500,3,VŠ Mgr.,Pardubice,22,M,DPP,+420 636 388 830
316,Jan,Růžička,jan.ruzicka@datacorp.cz,Marketing,Content Manager,2021-04-27,49000,3,VŠ Mgr.,Brno,32,M,Plný,+420 628 838 480
317,David,Procházka,david.prochazka@datacorp.cz,Marketing,Marketingový specialista,2022-10-07,64500,2,VŠ Mgr.,Zlín,32,M,Plný,+420 678 771 801
318,Martina,Křížová,martina.krizova@datacorp.cz,Marketing,SEO Specialist,2023-12-22,42000,4,SŠ,Pardubice,30,Ž,Částečný,+420 662 956 314
319,Martina,Němcová,martina.nemcova@datacorp.cz,Marketing,Marketingový specialista,2022-05-27,59000,2,VŠ PhD.,Liberec,32,Ž,Plný,+420 639 421 690
320,Monika,Zemanová,monika.zemanova@datacorp.cz,Marketing,Content Manager,2022-08-03,62500,4,VŠ Mgr.,Zlín,36,Ž,Plný,+420 649 349 755
322,Lukáš,Novotný,lukas.novotny@datacorp.cz,Marketing,Marketingový specialista,2020-11-13,57500,4,VŠ Mgr.,Hradec Králové,24,M,Plný,+420 687 146 704
323,Klára,Horáková,klara.horakova@datacorp.cz,Marketing,Content Manager,2020-05-07,43000,4,VŠ Bc.,Plzeň,38,Ž,Plný,+420 640 885 174
324,Simona,Jelínková,simona.jelinkova@datacorp.cz,Marketing,Marketingový specialista,2022-06-27,52000,4,VŠ Bc.,Olomouc,27,Ž,Plný,+420 650 477 405
325,Tereza,Čechová,tereza.cechova@datacorp.cz,Marketing,Content Manager,2021-12-15,52000,3,VŠ Mgr.,České Budějovice,38,Ž,Plný,+420 775 932 614
326,Simona,Svobodová,simona.svobodova@datacorp.cz,Marketing,SEO Specialist,2018-09-07,70500,5,VŠ Mgr.,Brno,32,Ž,DPP,+420 721 653 415
327,Marie,Horáková,marie.horakova@datacorp.cz,Marketing,SEO Specialist,2020-03-21,56000,3,VŠ Mgr.,Ostrava,35,Ž,Plný,+420 604 770 895
328,Martina,Doležalová,martina.dolezalova@datacorp.cz,Marketing,Brand Manager,2020-08-19,50000,4,VŠ Bc.,Ostrava,28,Ž,Plný,+420 743 880 265
329,Josef,Doležal,josef.dolezal@datacorp.cz,Marketing,Brand Manager,2023-10-23,66500,3,VŠ Mgr.,Praha,33,M,Plný,+420 727 708 865
330,Markéta,Křížová,marketa.krizova@datacorp.cz,Marketing,SEO Specialist,2022-01-24,63500,3,VŠ Bc.,Zlín,24,Ž,Částečný,+420 689 616 694
331,Veronika,Vaňková,veronika.vankova@datacorp.cz,Marketing,Brand Manager,2022-05-05,65000,4,VŠ Mgr.,Praha,35,Ž,Plný,+420 771 113 181
